id,team,year,driver_id,total_races
2978,"Sauber Ferrari",2010,732,19
2979,Ferrari,2010,690,19
2980,"STR Ferrari",2010,731,19
2981,Mercedes,2010,715,19
2982,Ferrari,2010,694,19
2983,"Sauber Ferrari",2010,682,14
2984,"STR Ferrari",2010,730,19
2985,Renault,2010,733,19
2986,Mercedes,2010,629,19
2987,"Force India Mercedes",2010,709,19
2988,"Virgin Cosworth",2010,734,19
2989,"HRT Cosworth",2010,735,10
2990,"Virgin Cosworth",2010,708,19
2991,"HRT Cosworth",2010,736,18
2992,"Lotus Cosworth",2010,676,19
2993,"Williams Cosworth",2010,737,19
2994,"Lotus Cosworth",2010,721,19
2995,"RBR Renault",2010,696,19
2996,"HRT Cosworth",2010,719,7
2997,"Sauber Ferrari",2010,686,5
2998,"HRT Cosworth",2010,705,3
2999,"Red Bull Racing Renault",2011,725,19
3000,Ferrari,2011,690,19
3001,"Red Bull Racing Renault",2011,696,19
3002,"McLaren Mercedes",2011,722,19
3003,Ferrari,2011,694,19
3004,"McLaren Mercedes",2011,685,19
3005,Mercedes,2011,715,19
3006,"STR Ferrari",2011,730,19
3007,"Force India Mercedes",2011,724,19
3008,Renault,2011,686,11
3009,"Sauber Ferrari",2011,738,17
3010,"Williams Cosworth",2011,643,19
3011,"STR Ferrari",2011,731,19
3012,"Force India Mercedes",2011,739,19
3013,Renault,2011,733,19
3014,"Sauber Ferrari",2011,732,19
3015,Mercedes,2011,629,19
3016,"Williams Cosworth",2011,740,19
3017,"Lotus Renault",2011,721,19
3018,"Lotus Renault",2011,676,18
3019,"Virgin Cosworth",2011,708,19
3020,"Virgin Cosworth",2011,741,19
3021,"HRT Cosworth",2011,709,17
3022,"HRT Cosworth",2011,711,8
3023,Renault,2011,736,8
3024,"HRT Cosworth",2011,742,11
3025,"Lotus Renault",2011,735,1
3026,"Sauber Ferrari",2011,682,1
3027,Ferrari,2012,690,20
3028,"Lotus Renault",2012,689,20
3029,Mercedes,2012,629,20
3030,"Red Bull Racing Renault",2012,696,20
3031,"Force India Mercedes",2012,737,20
3032,Mercedes,2012,715,20
3033,"Force India Mercedes",2012,739,20
3034,"McLaren Mercedes",2012,685,20
3035,"Sauber Ferrari",2012,738,20
3036,"Williams Renault",2012,736,20
3037,"STR Ferrari",2012,742,20
3038,"Williams Renault",2012,740,20
3039,"Caterham Renault",2012,733,20
3040,"Caterham Renault",2012,721,20
3041,"Marussia Cosworth",2012,743,20
3042,Ferrari,2012,694,20
3043,"HRT Cosworth",2012,682,19
3044,"HRT Cosworth",2012,711,19
3045,"McLaren Mercedes",2012,722,20
3046,"Lotus Renault",2012,729,19
3047,"Red Bull Racing Renault",2012,725,20
3048,"Sauber Ferrari",2012,732,20
3049,"STR Ferrari",2012,744,20
3050,"Marussia Cosworth",2012,708,19
3051,"Lotus Renault",2012,741,1
3052,Ferrari,2013,690,19
3053,"Lotus Renault",2013,689,17
3054,Ferrari,2013,694,19
3055,"Red Bull Racing Renault",2013,725,19
3056,"Red Bull Racing Renault",2013,696,19
3057,Mercedes,2013,715,19
3058,"Force India Mercedes",2013,739,19
3059,"McLaren Mercedes",2013,685,19
3060,"McLaren Mercedes",2013,738,19
3061,"STR Ferrari",2013,742,19
3062,"Sauber Ferrari",2013,745,19
3063,Mercedes,2013,722,19
3064,"Force India Mercedes",2013,724,19
3065,"Williams Renault",2013,740,19
3066,"Sauber Ferrari",2013,737,19
3067,"Williams Renault",2013,746,19
3068,"Caterham Renault",2013,743,19
3069,"Marussia Cosworth",2013,747,19
3070,"Marussia Cosworth",2013,748,19
3071,"STR Ferrari",2013,744,19
3072,"Caterham Renault",2013,749,19
3073,"Lotus Renault",2013,729,19
3074,"Lotus Renault",2013,721,2
3075,Mercedes,2014,722,19
3076,Mercedes,2014,715,19
3077,"Red Bull Racing Renault",2014,742,19
3078,"Red Bull Racing Renault",2014,725,19
3079,"Williams Mercedes",2014,746,19
3080,Ferrari,2014,690,19
3081,Ferrari,2014,689,19
3082,"Lotus Renault",2014,729,19
3083,"Force India Mercedes",2014,738,19
3084,"Force India Mercedes",2014,737,19
3085,"McLaren Mercedes",2014,685,19
3086,"McLaren Mercedes",2014,750,19
3087,"Williams Mercedes",2014,694,19
3088,"STR Renault",2014,751,19
3089,"Lotus Renault",2014,740,19
3090,"Sauber Ferrari",2014,745,19
3091,"Sauber Ferrari",2014,724,19
3092,"Marussia Ferrari",2014,747,15
3093,"Marussia Ferrari",2014,748,16
3094,"Caterham Renault",2014,752,16
3095,"Caterham Renault",2014,732,16
3096,"STR Renault",2014,744,19
3097,"Caterham Renault",2014,753,1
3098,"Caterham Renault",2014,754,1
3099,Mercedes,2015,715,19
3100,Mercedes,2015,722,19
3101,Ferrari,2015,725,19
3102,"Williams Mercedes",2015,746,18
3103,Ferrari,2015,689,19
3104,"Williams Mercedes",2015,694,19
3105,"Red Bull Racing Renault",2015,742,19
3106,"Lotus Mercedes",2015,729,19
3107,"STR Renault",2015,755,19
3108,"Red Bull Racing Renault",2015,751,19
3109,"STR Renault",2015,756,19
3110,"Sauber Ferrari",2015,757,19
3111,"Force India Mercedes",2015,738,19
3112,"Sauber Ferrari",2015,752,19
3113,"Force India Mercedes",2015,737,19
3114,"McLaren Honda",2015,685,19
3115,"Marussia Ferrari",2015,754,17
3116,"Marussia Ferrari",2015,758,13
3117,"Lotus Mercedes",2015,740,19
3118,"McLaren Honda",2015,690,18
3119,"Marussia Ferrari",2015,759,5
3120,"McLaren Honda",2015,750,1
3121,"Red Bull Racing TAG Heuer",2016,756,17
3122,Ferrari,2016,689,21
3123,Ferrari,2016,725,21
3124,"Red Bull Racing TAG Heuer",2016,742,21
3125,"Williams Mercedes",2016,746,21
3126,"Toro Rosso Ferrari",2016,755,21
3127,"Force India Mercedes",2016,738,21
3128,"Williams Mercedes",2016,694,21
3129,"McLaren Honda",2016,685,21
3130,"Toro Rosso Ferrari",2016,751,17
3131,"Haas Ferrari",2016,745,21
3132,"Sauber Ferrari",2016,752,21
3133,Renault,2016,760,21
3134,"Sauber Ferrari",2016,757,21
3135,Renault,2016,750,21
3136,"MRT Mercedes",2016,761,21
3137,"MRT Mercedes",2016,762,12
3138,"Haas Ferrari",2016,729,21
3139,"McLaren Honda",2016,690,20
3140,"Force India Mercedes",2016,737,21
3141,Mercedes,2016,722,21
3142,Mercedes,2016,715,21
3143,"MRT Mercedes",2016,763,9
3144,"Red Bull Racing TAG Heuer",2016,751,4
3145,"Toro Rosso Ferrari",2016,756,4
3146,"McLaren Honda",2016,764,1
3147,Mercedes,2017,722,20
3148,Ferrari,2017,725,20
3149,"Red Bull Racing TAG Heuer",2017,742,20
3150,"Force India Mercedes",2017,738,20
3151,"Force India Mercedes",2017,763,20
3152,Renault,2017,737,20
3153,"Toro Rosso",2017,755,16
3154,"Sauber Ferrari",2017,761,18
3155,"Toro Rosso",2017,751,15
3156,"Haas Ferrari",2017,729,20
3157,"Sauber Ferrari",2017,752,20
3158,"McLaren Honda",2017,690,19
3159,"Williams Mercedes",2017,694,19
3160,"Haas Ferrari",2017,750,20
3161,Renault,2017,760,16
3162,"Williams Mercedes",2017,765,20
3163,Mercedes,2017,746,20
3164,"McLaren Honda",2017,764,20
3165,"Red Bull Racing TAG Heuer",2017,756,20
3166,Ferrari,2017,689,20
3167,Renault,2017,755,4
3168,"Toro Rosso",2017,766,5
3169,"Toro Rosso",2017,767,4
3170,"Williams Mercedes",2017,739,1
3171,"McLaren Honda",2017,685,1
3172,"Sauber Ferrari",2017,768,2
3173,Mercedes,2018,722,21
3174,Mercedes,2018,746,21
3175,"Red Bull Racing TAG Heuer",2018,756,21
3176,Ferrari,2018,725,21
3177,"Red Bull Racing TAG Heuer",2018,742,21
3178,"Haas Ferrari",2018,750,21
3179,Renault,2018,755,21
3180,"McLaren Renault",2018,690,21
3181,"Force India Mercedes",2018,738,21
3182,"Sauber Ferrari",2018,769,21
3183,"Williams Mercedes",2018,765,21
3184,"Scuderia Toro Rosso Honda",2018,767,21
3185,"Sauber Ferrari",2018,752,21
3186,"Williams Mercedes",2018,770,21
3187,"McLaren Renault",2018,764,21
3188,"Force India Mercedes",2018,763,21
3189,Ferrari,2018,689,21
3190,"Haas Ferrari",2018,729,21
3191,"Scuderia Toro Rosso Honda",2018,766,21
3192,Renault,2018,737,21
3193,Mercedes,2019,722,21
3194,Mercedes,2019,746,21
3195,"Red Bull Racing Honda",2019,756,21
3196,Ferrari,2019,725,21
3197,Ferrari,2019,769,21
3198,"Red Bull Racing Honda",2019,766,12
3199,"Haas Ferrari",2019,750,21
3200,"McLaren Renault",2019,755,21
3201,"Scuderia Toro Rosso Honda",2019,751,21
3202,"Haas Ferrari",2019,729,21
3203,"Scuderia Toro Rosso Honda",2019,771,12
3204,Renault,2019,742,21
3205,Renault,2019,737,21
3206,"Alfa Romeo Racing Ferrari",2019,689,21
3207,"Racing Point BWT Mercedes",2019,738,21
3208,"Alfa Romeo Racing Ferrari",2019,768,21
3209,"Williams Mercedes",2019,772,21
3210,"Williams Mercedes",2019,718,21
3211,"Racing Point BWT Mercedes",2019,765,21
3212,"McLaren Renault",2019,773,21
3213,"Red Bull Racing Honda",2019,771,9
3214,"Scuderia Toro Rosso Honda",2019,766,9
3215,Mercedes,2020,722,16
3216,"Red Bull Racing Honda",2020,756,17
3217,Mercedes,2020,746,17
3218,"Racing Point BWT Mercedes",2020,765,16
3219,"Racing Point BWT Mercedes",2020,738,15
3220,"McLaren Renault",2020,755,17
3221,Ferrari,2020,725,17
3222,"Red Bull Racing Honda",2020,771,17
3223,"AlphaTauri Honda",2020,766,17
3224,"McLaren Renault",2020,773,17
3225,Renault,2020,742,17
3226,"AlphaTauri Honda",2020,751,17
3227,Renault,2020,763,17
3228,"Alfa Romeo Racing Ferrari",2020,689,17
3229,"Haas Ferrari",2020,750,17
3230,"Alfa Romeo Racing Ferrari",2020,768,17
3231,"Williams Mercedes",2020,772,16
3232,"Williams Mercedes",2020,774,17
3233,"Haas Ferrari",2020,729,15
3234,Ferrari,2020,769,17
3235,"Racing Point BWT Mercedes",2020,737,3
3236,Mercedes,2020,772,1
3237,"Williams Mercedes",2020,775,1
3238,"Haas Ferrari",2020,776,2
3239,Mercedes,2021,722,22
3240,"Red Bull Racing Honda",2021,756,22
3241,Mercedes,2021,746,22
3242,Ferrari,2021,769,22
3243,"Red Bull Racing Honda",2021,738,22
3244,"McLaren Mercedes",2021,742,22
3245,Ferrari,2021,755,22
3246,"McLaren Mercedes",2021,773,22
3247,"Alpine Renault",2021,763,22
3248,"AlphaTauri Honda",2021,766,22
3249,"Aston Martin Mercedes",2021,765,22
3250,"Alfa Romeo Racing Ferrari",2021,689,20
3251,"Aston Martin Mercedes",2021,725,22
3252,"Williams Mercedes",2021,772,22
3253,"Alfa Romeo Racing Ferrari",2021,768,22
3254,"Williams Mercedes",2021,774,22
3255,"Alpine Renault",2021,690,22
3256,"Haas Ferrari",2021,777,22
3257,"Haas Ferrari",2021,778,22
3258,"AlphaTauri Honda",2021,779,22
3259,"Alfa Romeo Racing Ferrari",2021,718,2
